Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,0.39,3,32
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,0.47,6,65
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,0.79,2,22
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,47.13,3,32
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,0.57,2,22
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,1,Oligochaeta,229.09,73,786
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,1,Oligochaeta,146.60,55,592
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,2,Oligochaeta,154.59,58,624
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,2,Oligochaeta,34.39,12,129
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,3,Oligochaeta,235.24,72,775
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,sm,surber,1,3,Oligochaeta,175.01,69,743
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,1,Rhyacophila ,1.63,1,11
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,2,Rhyacophila ,8.88,2,22
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,06-Aug-17,GTNP,lg,surber,1,3,Rhyacophila ,1.63,1,11
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Nematoda,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Nematoda,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Nematoda,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Nematoda,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Oligochaeta,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Oligochaeta,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Oligochaeta,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Hemiptera,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Hemiptera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Hemiptera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Hemiptera,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Clinocera,0.006165875,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Zapada,0.008460423,1,2
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Chironomidae,0.021445381,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Zapada,0.050767784,6,9
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Chironomidae,0.077545394,3,5
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Chironomidae,0.10386638,7,11
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Simuliidae,0.253151474,1,2
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Pentacora,0.270124991,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Simulium,0.374710352,2,3
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Simuliidae,0.506302949,2,3
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Epeorus,0.580294691,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Perlodidae,0.6003174,2,3
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Oligochaeta,0.716496172,1,2
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Non-Tany,0.741553705,7,13
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Collembola,0.763006817,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Non-Tany,1.020870338,29,45
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Perlodidae,1.245136804,3,5
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Epeorus,1.881668526,4,6
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Prosimulium,1.929740986,2,3
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Non-Tany,2.104789778,52,93
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Helodon,2.557602813,5,8
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Acari,3.639345634,2,3
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Collembola,4.19114255,1,2
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Baetidae,4.931052014,18,28
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Non-Tany,5.336339959,37,57
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Baetidae,11.33599777,14,22
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Epeorus,53.91337109,49,75
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Acari,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Acari,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Acari,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Allomyia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Allomyia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Allomyia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Allomyia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Alloperla,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Alloperla,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Alloperla,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Alloperla,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Clinocera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Clinocera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Clinocera,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Collembola,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Collembola,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Dicranota,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Dicranota,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Dicranota,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Dicranota,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Drunella ,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Drunella ,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Drunella ,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Drunella ,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Epeorus,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Helodon,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Helodon,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Helodon,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Lednia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Lednia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Lednia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Lednia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Lipogomphus,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Lipogomphus,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Lipogomphus,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Lipogomphus,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Megarcys,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Megarcys,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Megarcys,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Megarcys,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Parapsyche,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Parapsyche,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Parapsyche,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Parapsyche,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Pentacora,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Pentacora,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Pentacora,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Probezzia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Probezzia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Probezzia,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Probezzia,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Prosimulium,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Prosimulium,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Prosimulium,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Chironomidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Simuliidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Simuliidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Rhithrogena,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Rhithrogena,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Rhithrogena,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Rhithrogena,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Rhyacophila ,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Rhyacophila ,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Rhyacophila ,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Rhyacophila ,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Simulium,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Simulium,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Simulium,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Sphaeriidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Sphaeriidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Sphaeriidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Sphaeriidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Tipula,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Tipula,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Tipula,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Tipula,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Turbellaria,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Turbellaria,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Turbellaria,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Turbellaria,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Baetidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Baetidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Chloroperlidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Chloroperlidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Chloroperlidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Chloroperlidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Empididae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Empididae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Empididae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Empididae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Perlodidae,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Perlodidae,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Trichoptera,0,0,0
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Trichoptera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Trichoptera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Trichoptera,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Zapada,0,0,0
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Zapada,0,0,0
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,2Megarcys,141.93,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,1Megarcys,0.63,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,1Megarcys,4.42,7,25
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Acari,539.23,127,456
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Acari,67.93,16,57
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Allomyia,0.09,2,7
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Allomyia,0.38,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Cinygmula,1.79,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Cinygmula,18.56,4,14
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Clinocera,1.86,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Clinocera,8.23,4,14
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Drunella ,0.32,2,7
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Drunella ,0.08,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Gonomyodes,0.36,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Helodon,0.00,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Homophylax,0.27,2,7
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Chironomidae pupa,0.13,3,11
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Chironomidae pupa,0.22,3,11
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Non-Tanypodinae,7.19,84,301
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Non-Tanypodinae,144.36,387,1389
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Oligochaeta,15.19,2,7
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Ostracoda,0.80,1,4
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Probezzia,1.04,3,11
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Rhyacophila ,44.09,15,54
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Sweltsa,17.92,22,79
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Sweltsa,89.59,69,248
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Zapada,6.84,28,100
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Zapada,20.08,24,86
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Acari,4.25,1,4
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Acari,4.25,1,4
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Allomyia,0.09,2,7
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Chironomidae pupa,0.39,6,22
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Chironomidae pupa,0.26,5,18
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,GTNP,whole,surber,1,3,Chironomidae pupa,0.39,2,22
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Gonomyodes,3.21,5,18
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Gonomyodes,4.15,4,14
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,3,Gonomyodes,1.65,2,7
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Lednia,10.10,5,18
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Non-Tanypodinae,33.76,475,1704
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Non-Tanypodinae,28.20,505,1812
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,3,Non-Tanypodinae,4.68,146,524
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Oligochaeta,2.58,3,11
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Prosimulium,36.74,19,68
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Prosimulium,9.45,8,29
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,3,Prosimulium,4.07,2,7
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Rhyacophila,14.34,2,7
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,GTNP,whole,surber,1,3,Rhyacophila,0.59,1,11
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,1,Turbellaria,0.63,2,7
Skillet Glacier Stream,SG,Glacier,NA,2018,06-Aug-18,ABW,whole,surber,1,2,Turbellaria,0.60,4,14
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Acari,12.74,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Agathon,329.76,12,129
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Agathon,23.36,5,54
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Agathon,230.31,18,194
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Agathon,29.19,9,97
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,3,Agathon,270.71,21,226
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,3,Agathon,38.96,4,43
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Allomyia,0.77,4,43
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Allomyia,2.31,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Allomyia,2.36,6,65
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,3,Allomyia,0.40,3,32
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Dicranota,3.11,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Dicranota,3.11,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Gonomyodes,18.67,6,65
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Gonomyodes,10.63,7,75
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Gonomyodes,3.11,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Gonomyodes,13.74,10,108
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Helodon,0.00,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Heterocloeon,91.40,17,183
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Heterocloeon,51.10,14,151
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Heterocloeon,52.07,17,183
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Heterocloeon,29.33,14,151
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,3,Heterocloeon,49.68,16,172
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,3,Heterocloeon,65.79,30,323
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Lednia,52.42,7,75
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,1,Lednia,4.10,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,2,Lednia,43.19,10,108
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Lednia,4.10,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,lg,surber,1,1,Limonia,6.65,1,11
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,2,Chironomidae pupa,0.39,2,22
Skillet Glacier Stream,SG,Glacier,NA,2017,11-Aug-17,GTNP,sm,surber,1,3,Chironomidae pupa,0.51,4,43
